statement,class_id,class_name
offset = ~size;,10,Bitwise Operation
bool j = (uint32_t) flag / 91;,12,Cast Expression
return 0;,5,Return
return (int) size;,12,Cast Expression
void *i = (void *) x;,7,Pointer Operation
if (value == 83 || z == 3) { },2,Conditional
code = ret + 30;,0,Assignment
assert(k > 0);,14,Exception Handling
count = total && i;,11,Logical Expression
if (i == NULL) { },2,Conditional
if (k && !size) { },11,Logical Expression
if (!i && flag) { },11,Logical Expression
if (*flag == 109) { },7,Pointer Operation
y = arr[count][sum];,6,Array Access
"memcpy(z, k);",4,Function Call
return sum - 14;,5,Return
"memcpy(flag, temp, 126);",4,Function Call
return x + err;,5,Return
count = (n & 42) >> 34;,10,Bitwise Operation
char **result = &result;,7,Pointer Operation
k = (int) i + 117;,12,Cast Expression
offset = ~k;,10,Bitwise Operation
count = j ? value : j;,0,Assignment
offset = err->tail + 111;,8,Struct Access
"i = realloc(result, 126);",13,Memory Allocation
size_t *n = (char *) malloc(sizeof(uint8_t) * 1);,13,Memory Allocation
const uint8_t x = abs(temp);,3,Declaration
"throw std::out_of_range(""y"");",14,Exception Handling
long *offset = (uint8_t *) malloc(sizeof(size_t) * 87);,13,Memory Allocation
value = scanf(ret);,0,Assignment
if ((n & 70) != 0) { },10,Bitwise Operation
"if (j > 98) throw std::bad_alloc(""overflow"");",14,Exception Handling
return k != NULL;,5,Return
return err + temp;,5,Return
i = k.flags;,8,Struct Access
bool len = 6;,3,Declaration
if (len != NULL) { },2,Conditional
code.left = exp(count);,8,Struct Access
catch (std::runtime_error &value) { },14,Exception Handling
"memset(err, 0, sizeof(i));",4,Function Call
if (index.prev == 0) { },8,Struct Access
total ^= 17;,10,Bitwise Operation
data[y]--;,9,Increment/Decrement
for (int code = 0; j < 45; err++) err++;,9,Increment/Decrement
buf[code] += 89;,6,Array Access
for (int sum = 0; len < 76; index++) { },1,Loop
bool n = result || !y;,11,Logical Expression
++offset;,9,Increment/Decrement
assert(flag < 118);,14,Exception Handling
try { } catch (const std::out_of_range &index) { } catch (...) { },14,Exception Handling
if (total < 108) { },2,Conditional
j->flags = y->prev + 115;,8,Struct Access
uint8_t y[104] = {0};,3,Declaration
"if (j > 50) throw std::out_of_range(""overflow"");",14,Exception Handling
for (int count = 0; flag <= 57; result++) { },1,Loop
value = *((char *) result);,7,Pointer Operation
uint32_t x = (j || sum);,11,Logical Expression
list[result] += 73;,6,Array Access
if (i && !flag) { },11,Logical Expression
"memset(x, 0, sizeof(char) * 56);",13,Memory Allocation
return index == 70;,5,Return
result = size >> 10;,10,Bitwise Operation
if ((i <= 47) && (offset >= 53) && flag) { },11,Logical Expression
size = ~flag;,10,Bitwise Operation
"err = realloc(n, sizeof(int) * 72);",13,Memory Allocation
value = temp.next;,8,Struct Access
result = value >> 64;,10,Bitwise Operation
n = (size != 90) && (temp < 60);,11,Logical Expression
assert(flag == 107);,14,Exception Handling
throw std::runtime_error(std::to_string(k));,14,Exception Handling
return NULL;,5,Return
return count;,5,Return
fclose(y);,4,Function Call
(temp++);,9,Increment/Decrement
total = y - 122;,0,Assignment
bool offset = static_cast<long>(count);,12,Cast Expression
assert(result < 97);,14,Exception Handling
result = temp * x;,0,Assignment
while (i == n) { },1,Loop
total = !(result >= 26);,11,Logical Expression
bool *ret = malloc(sizeof(bool) * 7);,13,Memory Allocation
bool *index = &sum;,7,Pointer Operation
if (y->left < 54) { },8,Struct Access
char temp = (index || ret);,11,Logical Expression
*y = 0;,7,Pointer Operation
static double sum;,3,Declaration
z = !(x < 43);,11,Logical Expression
static int64_t y;,3,Declaration
"memcpy(j, &i);",4,Function Call
arr[count]++;,9,Increment/Decrement
return (int64_t) i;,12,Cast Expression
stack[100] = atoi(total);,6,Array Access
size = new size_t[108];,13,Memory Allocation
return (double *) j;,12,Cast Expression
stack[y]++;,9,Increment/Decrement
uint8_t len = offset * 17;,3,Declaration
err = (bool) len + 111;,12,Cast Expression
return value->size;,8,Struct Access
value = sum / flag;,0,Assignment
*y -= 89;,7,Pointer Operation
switch (k) { },2,Conditional
i = const_cast<long *>(y);,12,Cast Expression
assert(k > 0);,14,Exception Handling
catch (...) { },14,Exception Handling
return (size_t *) sum;,12,Cast Expression
*err += 8;,7,Pointer Operation
flag->tail--;,8,Struct Access
if (total) { },2,Conditional
ret.size = index.size;,8,Struct Access
const int64_t size = 96;,3,Declaration
long i = (uint32_t) y / 22;,12,Cast Expression
(*flag)--;,7,Pointer Operation
z++;,9,Increment/Decrement
if (len == NULL) throw std::bad_alloc();,14,Exception Handling
char len;,3,Declaration
j = (uint32_t *) size;,12,Cast Expression
matrix[err] = j;,6,Array Access
total.size = 26;,8,Struct Access
y = offset * j - 59;,0,Assignment
"uint8_t size = 0, j = 89;",3,Declaration
j = z + value;,0,Assignment
header_destroy(flag);,4,Function Call
if (!result) { },2,Conditional
if (ret == NULL) throw std::invalid_argument();,14,Exception Handling
n = stack[total][flag];,6,Array Access
k = (double) size;,12,Cast Expression
"int flag, i;",3,Declaration
index <<= 1;,9,Increment/Decrement
const bool i = (bool) flag;,12,Cast Expression
result = *(j + 71);,7,Pointer Operation
assert(sum < 71);,4,Function Call
j = sum * 21;,0,Assignment
code = reinterpret_cast<int64_t *>(j);,12,Cast Expression
int64_t *i = malloc(sizeof(char));,13,Memory Allocation
ret.len = abs(value);,8,Struct Access
return j;,5,Return
sum ^= 106;,10,Bitwise Operation
uint32_t *k = (float *) total;,7,Pointer Operation
return y >= 0;,5,Return
if (k == 0) { },2,Conditional
if (table[j] > 34) { },6,Array Access
"scanf(""%d"", &index);",4,Function Call
z |= result;,10,Bitwise Operation
if (err != 0) throw std::runtime_error();,14,Exception Handling
assert(value != 122);,4,Function Call
if (!(z || total)) { },11,Logical Expression
code->key++;,8,Struct Access
value = 0;,0,Assignment
delete[] err;,13,Memory Allocation
try { } catch (...) { },14,Exception Handling
"static_assert(sizeof(bool) == 49, ""size mismatch"");",14,Exception Handling
result = *((long *) z);,7,Pointer Operation
assert(size > 21);,14,Exception Handling
k = (code | 85) << 55;,10,Bitwise Operation
z = table[value][temp];,6,Array Access
if (!x || !value) { },11,Logical Expression
sum->size--;,9,Increment/Decrement
return k;,5,Return
nums[count] = flag;,6,Array Access
*temp -= 124;,7,Pointer Operation
void *x = (void *) sum;,7,Pointer Operation
table[y - 1] = 123;,6,Array Access
total &= y;,10,Bitwise Operation
uint8_t *x = &x;,7,Pointer Operation
"memcpy(z, value, 78);",4,Function Call
if (offset == 0) { },2,Conditional
table[size]--;,6,Array Access
*len = *offset + 43;,7,Pointer Operation
"printf(""%s\n"", flag);",4,Function Call
uint8_t z;,3,Declaration
x |= y;,10,Bitwise Operation
queue[sum]--;,6,Array Access
temp->tail++;,9,Increment/Decrement
do { } while (--offset > 0);,1,Loop
bool sum = (y && k);,11,Logical Expression
i = ~x;,10,Bitwise Operation
if (code == 0) { },2,Conditional
index = sizeof(k);,0,Assignment
return -1;,5,Return
result = *(i + 111);,7,Pointer Operation
x >>= 36;,9,Increment/Decrement
(*ret)--;,7,Pointer Operation
float i = (char) 86;,3,Declaration
"memset(total, total, 89);",4,Function Call
"code = realloc(y, sizeof(char) * 56);",13,Memory Allocation
free(index);,13,Memory Allocation
uint32_t temp[64] = {0};,3,Declaration
x->key--;,9,Increment/Decrement
for (sum = 0; value < err; i += 25) { },1,Loop
for (int flag = 1; code < 105; z *= 2) { },1,Loop
result = k << 81;,10,Bitwise Operation
nums[120] = rand(err);,6,Array Access
return offset / 13;,5,Return
while (!z) { },1,Loop
"if (flag < 0) throw std::bad_alloc(""k"");",14,Exception Handling
table[index] = flag;,6,Array Access
ret = err->key + 125;,8,Struct Access
table[sum] = count;,6,Array Access
--arr[result];,9,Increment/Decrement
bool len = !index && !code;,11,Logical Expression
while (len != NULL) { },1,Loop
return i * 14;,5,Return
size = total & ~33;,10,Bitwise Operation
return y > 0 && total < 64;,5,Return
ret.flags += 57;,8,Struct Access
return 64;,5,Return
result = ~j;,10,Bitwise Operation
j = y / 2;,0,Assignment
"double *flag = calloc(96, sizeof(double));",13,Memory Allocation
nums[code % 37] = err;,6,Array Access
"throw std::runtime_error(""count"");",14,Exception Handling
matrix[flag] += 24;,6,Array Access
j = (ret >> 32) & 98;,10,Bitwise Operation
uint32_t *ret = NULL;,7,Pointer Operation
size_t n = (size_t) k;,12,Cast Expression
data[total + 94] = count;,6,Array Access
result = offset | (1 << 104);,10,Bitwise Operation
count = (uint8_t) 88;,12,Cast Expression
if (static_cast<float>(value) >= 45) { },12,Cast Expression
"fopen(j, &total);",4,Function Call
while (ret < 88) { },1,Loop
n = (uint8_t) (offset + j);,12,Cast Expression
if (sum > 7 && result < 80) { },2,Conditional
return 40;,5,Return
"float x, flag;",3,Declaration
return temp > 0 && len < 66;,5,Return
if (total || flag) { },11,Logical Expression
x = result * k;,0,Assignment
value.right++;,8,Struct Access
if (sum && !index) { },11,Logical Expression
if (count && count) { },11,Logical Expression
*value += 94;,7,Pointer Operation
sum = (int64_t) 49;,12,Cast Expression
*value -= 92;,7,Pointer Operation
"memset(value, 0, 105);",13,Memory Allocation
bool ret = (char) index / 48;,12,Cast Expression
*code = *size;,7,Pointer Operation
if (log(result) == 0) { },2,Conditional
if (total == y) { },2,Conditional
return 0;,5,Return
while ((temp = exp(count)) > 0) { },1,Loop
len = *(temp + 73);,7,Pointer Operation
for (uint8_t n = 0; flag < 20; j++) { },1,Loop
if (sum > size) { },2,Conditional
if ((i > 78) && (offset > 42) && temp) { },11,Logical Expression
temp = k->key;,8,Struct Access
"sqrt(index, code, 42);",4,Function Call
(*z)--;,9,Increment/Decrement
return 83;,5,Return
x.val = 19;,8,Struct Access
"printf(""%d\n"", err);",4,Function Call
const size_t y = (long) ret;,12,Cast Expression
int64_t *code = new int64_t[64];,13,Memory Allocation
return printf(n);,5,Return
temp = stack[115 - 1];,6,Array Access
return result - 46;,5,Return
void *ret = (void *) j;,7,Pointer Operation
if (err != 0) { },2,Conditional
result = malloc(sizeof(int) * 32);,13,Memory Allocation
"temp = calloc(27, sizeof(bool));",13,Memory Allocation
i = matrix[i];,6,Array Access
void *temp = (void *) len;,7,Pointer Operation
z.left--;,8,Struct Access
result = new char[33];,13,Memory Allocation
size = static_cast<size_t>(flag);,12,Cast Expression
const size_t len = exp(err);,3,Declaration
if (z.prev >= 75) { },8,Struct Access
"if (code < 0) throw std::runtime_error(""j"");",14,Exception Handling
"sum = (uint8_t *) calloc(117, sizeof(float));",13,Memory Allocation
if (z && i) { },11,Logical Expression
while (!len) { },1,Loop
return j / 51;,5,Return
float k = total.right;,8,Struct Access
if ((n & 12) == 0) { },10,Bitwise Operation
z = code;,0,Assignment
size_t *z = (size_t *) malloc(sizeof(int) * 55);,13,Memory Allocation
err->val = x;,8,Struct Access
return temp + n;,5,Return
fopen();,4,Function Call
i = (i & 74) >> 42;,10,Bitwise Operation
err.val = 20;,8,Struct Access
while (offset < 117) { },1,Loop
y->prev--;,8,Struct Access
"memset(j, 0, sizeof(count));",4,Function Call
throw std::bad_alloc(std::to_string(y));,14,Exception Handling
while (i != NULL) { },1,Loop
"static_assert(sizeof(char) == 68, ""size mismatch"");",14,Exception Handling
x <<= 1;,9,Increment/Decrement
if ((value = malloc(sizeof(float))) == NULL) { },13,Memory Allocation
return z;,5,Return
if (total > 12 && n < 22) { },2,Conditional
if (y == NULL) throw std::invalid_argument();,14,Exception Handling
x = result * i;,0,Assignment
switch (j) { },2,Conditional
value <<= 1;,9,Increment/Decrement
sum = (uint8_t) n + 38;,12,Cast Expression
return sum > 50;,5,Return
"memcpy(count, k, 98);",4,Function Call
static bool size = 89;,3,Declaration
assert(x == j);,14,Exception Handling
if (value <= 69) { },2,Conditional
value >>= 42;,9,Increment/Decrement
total = (uint8_t) total * 42;,12,Cast Expression
assert(j == len);,14,Exception Handling
for (int ret = 48; count > 0; offset--) { },1,Loop
return temp == 84;,5,Return
"sqrt(x, x);",4,Function Call
count >>= 1;,9,Increment/Decrement
*j = *offset;,7,Pointer Operation
table[count] = err;,6,Array Access
"memcpy(k, count, 8);",4,Function Call
j = index * flag;,0,Assignment
result = offset - 106;,0,Assignment
if (!x) throw std::bad_alloc();,14,Exception Handling
if (x.tail < 2) { },8,Struct Access
offset = (size_t) err * 65;,12,Cast Expression
const char y = (long) n;,12,Cast Expression
offset++;,9,Increment/Decrement
stack[y] = k;,6,Array Access
assert(n <= 119);,4,Function Call
(*temp)++;,7,Pointer Operation
offset = err + j + 126;,0,Assignment
assert(ret > 0);,14,Exception Handling
total = (value & 89) >> 72;,10,Bitwise Operation
*flag = 0;,7,Pointer Operation
int *n = (float *) x;,12,Cast Expression
"throw std::out_of_range(""invalid "" + std::to_string(j));",14,Exception Handling
uint8_t flag;,3,Declaration
assert(j <= 18);,14,Exception Handling
if ((j & 42) == 0) { },10,Bitwise Operation
err = count * total - 125;,0,Assignment
nums[len][size] = 34;,6,Array Access
if (len == 26) { },2,Conditional
if (total == flag) { },2,Conditional
ret = (double) (z - 106);,12,Cast Expression
len = (int) size * 103;,12,Cast Expression
value = (size_t) (i - 37);,12,Cast Expression
count ^= index;,10,Bitwise Operation
total = (j >> 108) & 42;,10,Bitwise Operation
float temp = (index || len);,11,Logical Expression
return (char *) code;,12,Cast Expression
value = const_cast<double *>(code);,12,Cast Expression
"memset(y, 0, sizeof(len));",4,Function Call
y.right--;,9,Increment/Decrement
value |= err;,10,Bitwise Operation
static double ret = 4;,3,Declaration
--result;,9,Increment/Decrement
ret |= 52;,10,Bitwise Operation
if (j != 0) { },2,Conditional
"size_t *result = calloc(126, sizeof(size_t));",13,Memory Allocation
try { } catch (std::runtime_error &flag) { },14,Exception Handling
"if (err > 61) throw std::invalid_argument(""overflow"");",14,Exception Handling
float *temp = new size_t();,13,Memory Allocation
if (*err != NULL) { },7,Pointer Operation
std::unique_ptr<uint8_t> y = std::make_unique<int>();,13,Memory Allocation
result = (int) exp(total);,12,Cast Expression
uint32_t code = (i && j);,11,Logical Expression
delete index;,13,Memory Allocation
++(*n);,9,Increment/Decrement
do { } while (--total > 0);,1,Loop
(*temp)--;,7,Pointer Operation
if (!(size || flag)) { },11,Logical Expression
memcpy(NULL);,4,Function Call
"size_t *n = (uint32_t *) realloc(x, 47);",13,Memory Allocation
if (sum != 0) { },2,Conditional
code = x & ~(1 << 55);,10,Bitwise Operation
throw std::runtime_error();,14,Exception Handling
size_t len = n - 55;,3,Declaration
count = malloc(75);,13,Memory Allocation
while (index != 97) { },1,Loop
sum = result * offset;,0,Assignment
if (!(value || ret)) { },11,Logical Expression
delete[] x;,13,Memory Allocation
return size != NULL;,5,Return
k = malloc(sizeof(long) * 93);,13,Memory Allocation
return z / 58;,5,Return
index = temp % 58;,0,Assignment
*i = atoi(err);,7,Pointer Operation
return (value == total) ? 1 : 0;,5,Return
table[126] = memset(flag);,6,Array Access
(*sum)++;,9,Increment/Decrement
code &= 40;,10,Bitwise Operation
while (z <= count) { },1,Loop
for (index = 0; x < ret; offset++) { },1,Loop
y = (unsigned int) code;,12,Cast Expression
assert(size == count);,14,Exception Handling
if (len >= 14) { },2,Conditional
x = j || size;,11,Logical Expression
if (nums[y] > 1) { },6,Array Access
total = (double) memcpy(total);,12,Cast Expression
data[77] = fclose(x);,6,Array Access
(k--);,9,Increment/Decrement
x = (double) 81;,12,Cast Expression
n = (y >= 99) && (total > 81);,11,Logical Expression
fclose(sum);,4,Function Call
for (uint8_t value = 0; offset < 101; j++) { },1,Loop
if (!flag) throw std::bad_alloc();,14,Exception Handling
"memset(z, 0, 103);",13,Memory Allocation
"if (temp >= 5) throw std::invalid_argument(""total"");",14,Exception Handling
count = index->head;,8,Struct Access
queue[ret % 55] = ret;,6,Array Access
while (z != 86 && code > 0) { },1,Loop
if (temp & code) { },10,Bitwise Operation
n->flags--;,9,Increment/Decrement
x.tail++;,8,Struct Access
++(*flag);,9,Increment/Decrement
*y = 58;,7,Pointer Operation
code = *flag;,7,Pointer Operation
i = z * 40;,0,Assignment
j |= sum;,10,Bitwise Operation
switch (value) { },2,Conditional
if (sum && result) { },11,Logical Expression
count = index.len;,8,Struct Access
z = result * offset;,0,Assignment
while (flag != count) { },1,Loop
int64_t j = j;,3,Declaration
code = 43 + 9;,0,Assignment
(*flag)--;,9,Increment/Decrement
(*total)--;,9,Increment/Decrement
auto count = printf(k);,3,Declaration
return sizeof(int);,5,Return
"if (size > 3) throw std::runtime_error(""overflow"");",14,Exception Handling
